model	mode	repo	challenge_id	outcome	tamper_class	max_turns	turns_used	input_tokens	output_tokens	elapsed_seconds
claude-sonnet-5	leaf	hax-proof-libs-lean	5a4b0ee657d13463	pass		50	5	137717	20141	158.7
claude-sonnet-5	leaf	hax-proof-libs-lean	645b573e4662a040	tampered	declaration_removed	50	44	2296918	53016	441.4
claude-sonnet-5	leaf	hex-dev	0733ea13aaaae37a	pass		50	48	2669279	44419	496.2
claude-sonnet-5	leaf	hex-dev	7f5a6a8a46a36844	tampered	declaration_removed	50	50	2244791	23834	305.1
claude-sonnet-5	leaf	iris-lean	4475f0da376e5ef9	error		50	0	0	0	618.8
claude-sonnet-5	leaf	iris-lean	73cf11986048d1e2	fail		50	49	5340538	116259	896.2
claude-sonnet-5	leaf	jolt-tla	99dd9f11041170de	pass		50	25	233724	4348	67.6
claude-sonnet-5	leaf	jolt-tla	b63ffa5aac5b5e34	pass		50	4	16949	1901	21.7
claude-sonnet-5	leaf	juvix-lean	9ec8a7a07defdcb6	pass		50	13	424659	49141	430.6
claude-sonnet-5	leaf	juvix-lean	a6be38abcec14ea7	tampered	declaration_removed	50	43	2667470	21431	283.7
claude-sonnet-5	leaf	lampe	5623bb19f7f441fc	malformed		50	0	0	0	8.8
claude-sonnet-5	leaf	lampe	c382f5d8ee03e9f8	malformed		50	0	0	0	0.3
claude-sonnet-5	leaf	lean-formal-reasoning-program	9cb5056f3dd2ef88	pass		50	2	6437	667	7.3
claude-sonnet-5	leaf	lean-formal-reasoning-program	af161070ba37dd94	tampered	declaration_removed	50	7	44815	4265	54.2
claude-sonnet-5	leaf	lean-mlir	34e263561f91d923	malformed		50	0	0	0	4.7
claude-sonnet-5	leaf	lean-mlir	a20e18f35e8b43e4	malformed		50	0	0	0	0.4
claude-sonnet-5	leaf	lean-yjs	94b181719a4a8688	fail		50	50	2500529	45251	426.6
claude-sonnet-5	leaf	lean-yjs	d2c087aa9bbebfa7	fail		50	50	2621401	101019	806.8
claude-sonnet-5	leaf	lean-zip	5847e2d920b6041e	tampered	statement_weakened	50	12	848917	98599	755.5
claude-sonnet-5	leaf	lean-zip	5e51e92feada77de	turn_limit		50	50	0	0	372.2
claude-sonnet-5	leaf	lean4lean	9d29ef4dc342e3f9	fail		50	50	1890675	76287	781.4
claude-sonnet-5	leaf	lean4lean	e605b051b91ee2cc	pass		50	42	465501	2925	108.5
claude-sonnet-5	leaf	leanda	0a5f78f39912afa0	tampered	declaration_removed	50	15	682813	53349	624.7
claude-sonnet-5	leaf	leanda	be744f333456203c	tampered	declaration_removed	50	48	1544093	52098	459.0
claude-sonnet-5	leaf	loom	9586b73159c4f2e8	fail		50	49	3279889	23990	358.2
claude-sonnet-5	leaf	loom	acee1f355e4ebad9	tampered	declaration_removed	50	42	2011163	7064	149.0
claude-sonnet-5	leaf	nickelean	562f4fffaa14159e	tampered	declaration_removed	50	44	1741694	6316	166.1
claude-sonnet-5	leaf	nickelean	91ec2fac1890db47	pass		50	37	1245351	6657	138.6
claude-sonnet-5	leaf	posix-parsing	68a3168be1d7a904	pass		50	24	408019	4853	89.1
claude-sonnet-5	leaf	posix-parsing	779a3ae2765e6e45	turn_limit		50	50	0	0	154.0
claude-sonnet-5	leaf	posix-submatching	1fbd99eb5aaf285f	turn_limit		50	50	0	0	347.3
claude-sonnet-5	leaf	posix-submatching	92aa2b1733897d5a	fail		50	50	1493747	54724	481.6
claude-sonnet-5	leaf	proven-zk	9ba6e1c09e92b1d1	pass		50	42	1005424	5370	134.2
claude-sonnet-5	leaf	proven-zk	dbdd64157b7d7426	turn_limit		50	50	0	0	464.1
claude-sonnet-5	leaf	ryu-lean4	5bac3500a6bab4b4	tampered	declaration_removed	50	7	42224	758	34.9
claude-sonnet-5	leaf	ryu-lean4	89a4ee7e159a40d6	tampered	declaration_removed	50	32	955732	37823	438.0
claude-sonnet-5	leaf	shortest-decimal	10171d84a7f98c0f	tampered	declaration_removed	50	5	41546	3398	37.9
claude-sonnet-5	leaf	shortest-decimal	b703264a818fcd5e	tampered	declaration_removed	50	49	5413408	56761	556.2
claude-sonnet-5	leaf	sparkle	6a458f2f159b083b	malformed		50	0	0	0	0.3
claude-sonnet-5	leaf	sparkle	ad13d6c76d669235	tampered	declaration_removed	50	46	2821765	10214	168.0
claude-sonnet-5	leaf	splean	3555823b339bec1c	fail		50	50	3878006	86682	982.2
claude-sonnet-5	leaf	splean	a537b7a3bcd8844d	tampered	declaration_removed	50	42	2106958	9091	197.0
claude-sonnet-5	leaf	starkware-formal-proofs	4cd9b2f5ffcdb76d	malformed		50	0	0	0	3.1
claude-sonnet-5	leaf	starkware-formal-proofs	eaa30d2eacaa36db	malformed		50	0	0	0	0.1
claude-sonnet-5	leaf	symcrust	795efddf6068c29d	fail		50	50	4856309	51387	658.5
claude-sonnet-5	leaf	symcrust	a70c2c776b07e4e9	fail		50	50	3159191	59522	701.6
claude-sonnet-5	leaf	veil	60061f4b45d47a0e	turn_limit		50	50	0	0	609.3
claude-sonnet-5	leaf	veil	93697f0d24bb8a8a	pass		50	6	120069	12959	110.2
claude-sonnet-5	leaf	verified-compiler	76bf93194ad33297	pass		50	46	1139579	23005	295.5
claude-sonnet-5	leaf	verified-compiler	9ec5e6d3c706144c	fail		50	50	1143549	54781	513.6
claude-sonnet-5	leaf	verified-consensus	05f6b42658ac096e	turn_limit		50	50	0	0	714.7
claude-sonnet-5	leaf	verified-consensus	b1550740dc7acf5c	tampered	declaration_removed	50	7	107026	3500	67.9
claude-sonnet-5	leaf	verity	341609f580358a89	malformed		50	0	0	0	0.2
claude-sonnet-5	leaf	verity	4ae1f1695e5d7efa	malformed		50	0	0	0	3.3
claude-sonnet-5	leaf	yul-compiler	593caf423a6fed14	error		50	0	0	0	645.1
claude-sonnet-5	leaf	yul-compiler	c004d27acd1ee8ac	fail		50	50	2788807	60605	744.7
claude-sonnet-5	leaf	yul-semantics	7cb277821546874c	pass		50	6	85378	3210	51.5
claude-sonnet-5	leaf	yul-semantics	9e7200cdc6d6cbe2	turn_limit		50	50	0	0	385.6
claude-sonnet-5	whole	ArkLib	3eaf7490820eb45f	pass		50	44	2535825	6476	158.6
claude-sonnet-5	whole	ArkLib	c8f7852f85b1c244	pass		50	46	3891906	19436	289.1
claude-sonnet-5	whole	Clear	6435e1d0534addbb	pass		50	44	1613896	26670	367.2
claude-sonnet-5	whole	Clear	801815299db16764	turn_limit		50	50	0	0	443.5
claude-sonnet-5	whole	CompPoly	0942fe2ed2dead21	fail		50	50	4260443	7362	191.5
claude-sonnet-5	whole	CompPoly	b6c0958faa9b4e50	pass		50	45	1696357	12426	197.9
claude-sonnet-5	whole	CvxLean	7e72fb53bb7b2c85	pass		50	49	2480674	4093	158.5
claude-sonnet-5	whole	CvxLean	ab451f34742004c1	turn_limit		50	50	0	0	279.9
claude-sonnet-5	whole	FLoPS	8119349c53d69fdf	turn_limit		50	50	0	0	349.3
claude-sonnet-5	whole	FLoPS	e1636d84d45168d3	tampered	declaration_removed	50	47	3172553	70406	630.1
claude-sonnet-5	whole	FVIntmax	90336b1db31181a3	turn_limit		50	50	0	0	458.6
claude-sonnet-5	whole	FVIntmax	a6980f1a1d6f7fd4	fail		50	50	4105335	152109	1994.1
claude-sonnet-5	whole	Foundation	03368880f2abd6e9	tampered	declaration_removed	50	43	1627006	11118	183.4
claude-sonnet-5	whole	Foundation	ed7f94e1f237638c	turn_limit		50	50	0	0	574.0
claude-sonnet-5	whole	LNSym	4a823a81a8028fc9	tampered	statement_weakened	50	9	139066	13396	112.0
claude-sonnet-5	whole	LNSym	6011b971e91f0d3a	malformed		50	0	0	0	1.0
claude-sonnet-5	whole	Lentil	17de49f70e7d5d1e	pass		50	5	74846	3457	41.0
claude-sonnet-5	whole	Lentil	540a0ff7d3ae7a19	turn_limit		50	50	0	0	932.9
claude-sonnet-5	whole	LeroyCompilerVerificationCourse	7d115958af5c1d1e	fail		50	49	1933256	47996	433.5
claude-sonnet-5	whole	LeroyCompilerVerificationCourse	d8f33a913429b46e	fail		50	50	3189037	105049	840.7
claude-sonnet-5	whole	SampCert	26c4eaeee8c6ce58	turn_limit		50	50	0	0	446.6
claude-sonnet-5	whole	SampCert	68918926206d7fc4	turn_limit		50	50	0	0	1321.8
claude-sonnet-5	whole	SizzLean	5cd1ea3baef5200a	pass		50	3	36378	7135	54.7
claude-sonnet-5	whole	SizzLean	83f97f349caa71e9	pass		50	42	3653502	6568	129.8
claude-sonnet-5	whole	TTBFL	28a3d1dccdb83b0a	tampered	declaration_removed	50	46	2662906	23148	277.1
claude-sonnet-5	whole	TTBFL	6f689fa4d6606e04	tampered	declaration_removed	50	43	2355263	3208	98.7
claude-sonnet-5	whole	TensorLib	11e0ea962fc2c31d	tampered	declaration_removed	50	47	1346228	42481	378.6
claude-sonnet-5	whole	TensorLib	502c8803cf78d1a4	fail		50	50	1797915	68927	588.3
claude-sonnet-5	whole	TorchLean	8dd8cec9f03d72a7	pass		50	44	2925033	32601	308.6
claude-sonnet-5	whole	TorchLean	bb506cf047659a6e	pass		50	5	70413	8963	69.8
claude-sonnet-5	whole	VCV-io	9f31dffd2bc2975a	tampered	declaration_removed	50	23	1680769	93246	760.0
claude-sonnet-5	whole	VCV-io	c14999a9673608e5	turn_limit		50	50	0	0	485.3
claude-sonnet-5	whole	adler-proofs	b464691a882d0e3c	fail		50	49	2012070	46540	447.6
claude-sonnet-5	whole	adler-proofs	bb165801ff15e632	pass		50	50	0	0	644.1
claude-sonnet-5	whole	aeneas	65c6eaf0933ac3bc	pass		50	45	2158411	54139	467.3
claude-sonnet-5	whole	aeneas	c59817dd14d2eb89	turn_limit		50	50	0	0	382.4
claude-sonnet-5	whole	apc-optimizer	19fe8265c1e6f2c2	error		50	0	0	0	62.5
claude-sonnet-5	whole	apc-optimizer	bc557726c0c45489	error		50	0	0	0	533.7
claude-sonnet-5	whole	btc-verified	813d77ef0033bd15	pass		50	45	2606206	30274	311.4
claude-sonnet-5	whole	btc-verified	929a50d0b6a01c2e	turn_limit		50	50	0	0	587.4
claude-sonnet-5	whole	capless-lean	1f7dcc7181ec615c	turn_limit		50	50	0	0	193.0
claude-sonnet-5	whole	capless-lean	abe14cc5c66753fb	turn_limit		50	50	0	0	230.6
claude-sonnet-5	whole	cedar-spec	4ca75d6e5031c6d9	pass		50	47	3224777	11773	181.3
claude-sonnet-5	whole	cedar-spec	bd1dec8fef9ca817	turn_limit		50	50	0	0	278.8
claude-sonnet-5	whole	clean	2c92b4267395fb49	pass		50	44	1698562	21906	278.0
claude-sonnet-5	whole	clean	7331a8bd16838470	pass		50	47	2255509	42526	392.3
claude-sonnet-5	whole	cslib	03f9877b6b7c5816	tampered	declaration_removed	50	43	2933406	17702	209.2
claude-sonnet-5	whole	cslib	a4ce553d6553ca3a	tampered	declaration_removed	50	43	2604034	6606	136.0
claude-sonnet-5	whole	curve25519-dalek-lean-verify	2092154f552b6444	pass		50	5	106798	12039	131.4
claude-sonnet-5	whole	curve25519-dalek-lean-verify	b62bdabff93ea603	fail		50	48	2374805	57694	2317.5
claude-sonnet-5	whole	dolev-yao	92d5feb5271286db	tampered	declaration_removed	50	5	25592	1300	27.9
claude-sonnet-5	whole	evm-asm	7b7626fc3b093a25	tampered	declaration_removed	50	14	502576	8591	95.2
claude-sonnet-5	whole	evm-asm	cbadd5a663aa3f7a	turn_limit		50	50	0	0	297.2
claude-sonnet-5	whole	formal-snarks-project	54b29208d59e384a	pass		50	43	5117530	17411	247.7
claude-sonnet-5	whole	formal-snarks-project	a52a412058f32352	tampered	declaration_removed	50	46	3758451	27624	308.9
claude-sonnet-5	whole	hax-proof-libs-lean	5a4b0ee657d13463	pass		50	42	1417312	22494	221.1
claude-sonnet-5	whole	hax-proof-libs-lean	645b573e4662a040	gave_up		50	50	2695725	70607	520.3
claude-sonnet-5	whole	hex-dev	0733ea13aaaae37a	gave_up		50	21	1089275	2034	76.7
claude-sonnet-5	whole	hex-dev	7f5a6a8a46a36844	tampered	declaration_removed	50	44	2198141	10501	162.6
claude-sonnet-5	whole	iris-lean	4475f0da376e5ef9	error		50	0	0	0	806.6
claude-sonnet-5	whole	iris-lean	73cf11986048d1e2	fail		50	50	5708387	124180	953.9
claude-sonnet-5	whole	jolt-tla	99dd9f11041170de	pass		50	44	1090748	9275	139.6
claude-sonnet-5	whole	jolt-tla	b63ffa5aac5b5e34	pass		50	2	6543	661	14.6
claude-sonnet-5	whole	juvix-lean	9ec8a7a07defdcb6	tampered	statement_weakened	50	44	1964126	26534	305.8
claude-sonnet-5	whole	juvix-lean	a6be38abcec14ea7	tampered	declaration_removed	50	48	2479431	70400	582.4
claude-sonnet-5	whole	lampe	5623bb19f7f441fc	malformed		50	0	0	0	4.6
claude-sonnet-5	whole	lampe	c382f5d8ee03e9f8	malformed		50	0	0	0	0.1
claude-sonnet-5	whole	lean-formal-reasoning-program	9cb5056f3dd2ef88	pass		50	2	6379	661	7.7
claude-sonnet-5	whole	lean-formal-reasoning-program	af161070ba37dd94	fail		50	50	2333320	11308	193.7
claude-sonnet-5	whole	lean-mlir	34e263561f91d923	malformed		50	0	0	0	5.7
claude-sonnet-5	whole	lean-mlir	a20e18f35e8b43e4	malformed		50	0	0	0	0.5
claude-sonnet-5	whole	lean-yjs	94b181719a4a8688	turn_limit		50	50	0	0	467.8
claude-sonnet-5	whole	lean-yjs	d2c087aa9bbebfa7	turn_limit		50	50	0	0	399.5
claude-sonnet-5	whole	lean-zip	5847e2d920b6041e	pass		50	50	0	0	553.3
claude-sonnet-5	whole	lean-zip	5e51e92feada77de	turn_limit		50	50	0	0	247.3
claude-sonnet-5	whole	lean4lean	9d29ef4dc342e3f9	fail		50	50	2071796	76351	717.2
claude-sonnet-5	whole	lean4lean	e605b051b91ee2cc	pass		50	42	726198	3391	95.4
claude-sonnet-5	whole	leanda	0a5f78f39912afa0	tampered	declaration_removed	50	8	219635	17948	147.1
claude-sonnet-5	whole	leanda	be744f333456203c	tampered	declaration_removed	50	15	651778	40132	303.6
claude-sonnet-5	whole	loom	9586b73159c4f2e8	turn_limit		50	50	0	0	437.3
claude-sonnet-5	whole	loom	acee1f355e4ebad9	tampered	declaration_removed	50	7	153864	3987	51.2
claude-sonnet-5	whole	nickelean	562f4fffaa14159e	tampered	declaration_removed	50	40	1962388	4153	118.6
claude-sonnet-5	whole	nickelean	91ec2fac1890db47	pass		50	50	1907389	7016	137.0
claude-sonnet-5	whole	posix-parsing	68a3168be1d7a904	fail		50	50	986100	6296	139.2
claude-sonnet-5	whole	posix-parsing	779a3ae2765e6e45	turn_limit		50	50	0	0	146.2
claude-sonnet-5	whole	posix-submatching	1fbd99eb5aaf285f	pass		50	47	1257955	18477	214.1
claude-sonnet-5	whole	posix-submatching	92aa2b1733897d5a	fail		50	49	1534759	41709	422.8
claude-sonnet-5	whole	proven-zk	9ba6e1c09e92b1d1	pass		50	42	1034084	5454	124.5
claude-sonnet-5	whole	proven-zk	dbdd64157b7d7426	turn_limit		50	50	0	0	472.2
claude-sonnet-5	whole	ryu-lean4	5bac3500a6bab4b4	tampered	declaration_removed	50	6	36526	765	16.3
claude-sonnet-5	whole	ryu-lean4	89a4ee7e159a40d6	fail		50	50	1710531	43404	408.5
claude-sonnet-5	whole	shortest-decimal	10171d84a7f98c0f	tampered	declaration_removed	50	10	109260	3737	51.0
claude-sonnet-5	whole	shortest-decimal	b703264a818fcd5e	tampered	declaration_removed	50	47	3460410	51058	445.5
claude-sonnet-5	whole	sparkle	6a458f2f159b083b	malformed		50	0	0	0	0.4
claude-sonnet-5	whole	sparkle	ad13d6c76d669235	tampered	declaration_removed	50	49	3871387	10012	191.0
claude-sonnet-5	whole	splean	3555823b339bec1c	turn_limit		50	50	0	0	1062.3
claude-sonnet-5	whole	splean	a537b7a3bcd8844d	tampered	declaration_removed	50	42	2210515	9273	179.9
claude-sonnet-5	whole	starkware-formal-proofs	4cd9b2f5ffcdb76d	malformed		50	0	0	0	3.1
claude-sonnet-5	whole	starkware-formal-proofs	eaa30d2eacaa36db	malformed		50	0	0	0	0.1
claude-sonnet-5	whole	symcrust	795efddf6068c29d	turn_limit		50	50	0	0	787.3
claude-sonnet-5	whole	symcrust	a70c2c776b07e4e9	fail		50	50	5377467	60035	1085.4
claude-sonnet-5	whole	veil	60061f4b45d47a0e	pass		50	43	1153408	9298	151.3
claude-sonnet-5	whole	veil	93697f0d24bb8a8a	pass		50	43	2714741	16409	228.9
claude-sonnet-5	whole	verified-compiler	76bf93194ad33297	turn_limit		50	50	0	0	448.2
claude-sonnet-5	whole	verified-compiler	9ec5e6d3c706144c	turn_limit		50	50	0	0	186.0
claude-sonnet-5	whole	verified-consensus	05f6b42658ac096e	tampered	statement_weakened	50	43	2036081	29053	290.1
claude-sonnet-5	whole	verified-consensus	b1550740dc7acf5c	tampered	declaration_removed	50	45	2096617	6253	154.6
claude-sonnet-5	whole	verity	341609f580358a89	malformed		50	0	0	0	0.2
claude-sonnet-5	whole	verity	4ae1f1695e5d7efa	malformed		50	0	0	0	4.2
claude-sonnet-5	whole	yul-compiler	593caf423a6fed14	fail		50	45	5944713	3156	214.7
claude-sonnet-5	whole	yul-compiler	c004d27acd1ee8ac	fail		50	14	402893	7991	115.3
claude-sonnet-5	whole	yul-semantics	7cb277821546874c	pass		50	6	76536	3178	34.2
claude-sonnet-5	whole	yul-semantics	9e7200cdc6d6cbe2	fail		50	50	3316275	18946	320.9
mistral:labs-leanstral-1-5	leaf	ArkLib	3eaf7490820eb45f	turn_limit		50	50	0	0	957.3
mistral:labs-leanstral-1-5	leaf	ArkLib	c8f7852f85b1c244	pass		50	15	467410	6633	98.5
mistral:labs-leanstral-1-5	leaf	Clear	6435e1d0534addbb	pass		50	3	46093	8137	116.7
mistral:labs-leanstral-1-5	leaf	Clear	801815299db16764	context_exceeded		50	0	0	0	2891.4
mistral:labs-leanstral-1-5	leaf	CompPoly	0942fe2ed2dead21	tampered	declaration_removed	50	49	4811824	61212	848.0
mistral:labs-leanstral-1-5	leaf	CompPoly	b6c0958faa9b4e50	pass		50	25	762891	28500	345.9
mistral:labs-leanstral-1-5	leaf	CvxLean	7e72fb53bb7b2c85	pass		50	19	606873	6324	112.7
mistral:labs-leanstral-1-5	leaf	CvxLean	ab451f34742004c1	pass		50	50	0	0	471.7
mistral:labs-leanstral-1-5	leaf	FLoPS	8119349c53d69fdf	turn_limit		50	50	0	0	868.6
mistral:labs-leanstral-1-5	leaf	FLoPS	e1636d84d45168d3	context_exceeded		50	0	0	0	2550.4
mistral:labs-leanstral-1-5	leaf	FVIntmax	90336b1db31181a3	tampered	declaration_removed	50	12	303942	27605	378.9
mistral:labs-leanstral-1-5	leaf	FVIntmax	a6980f1a1d6f7fd4	error		50	0	0	0	833.9
mistral:labs-leanstral-1-5	leaf	Foundation	03368880f2abd6e9	tampered	declaration_removed	50	18	598092	19359	1683.9
mistral:labs-leanstral-1-5	leaf	Foundation	ed7f94e1f237638c	error		50	0	0	0	17.1
mistral:labs-leanstral-1-5	leaf	LNSym	4a823a81a8028fc9	pass		50	4	31579	5392	65.8
mistral:labs-leanstral-1-5	leaf	LNSym	6011b971e91f0d3a	malformed		50	0	0	0	0.7
mistral:labs-leanstral-1-5	leaf	Lentil	17de49f70e7d5d1e	pass		50	13	396406	13388	165.9
mistral:labs-leanstral-1-5	leaf	Lentil	540a0ff7d3ae7a19	tampered	statement_weakened	50	33	1102805	54617	637.3
mistral:labs-leanstral-1-5	leaf	LeroyCompilerVerificationCourse	7d115958af5c1d1e	context_exceeded		50	0	0	0	2835.3
mistral:labs-leanstral-1-5	leaf	LeroyCompilerVerificationCourse	d8f33a913429b46e	context_exceeded		50	0	0	0	2814.1
mistral:labs-leanstral-1-5	leaf	SampCert	26c4eaeee8c6ce58	pass		50	32	1500961	39946	545.2
mistral:labs-leanstral-1-5	leaf	SampCert	68918926206d7fc4	turn_limit		50	50	0	0	2785.4
mistral:labs-leanstral-1-5	leaf	SizzLean	5cd1ea3baef5200a	pass		50	21	671297	43326	450.8
mistral:labs-leanstral-1-5	leaf	SizzLean	83f97f349caa71e9	pass		50	16	414343	16306	190.9
mistral:labs-leanstral-1-5	leaf	TTBFL	28a3d1dccdb83b0a	turn_limit		50	50	0	0	1963.0
mistral:labs-leanstral-1-5	leaf	TTBFL	6f689fa4d6606e04	error		50	0	0	0	132.5
mistral:labs-leanstral-1-5	leaf	TensorLib	11e0ea962fc2c31d	tampered	declaration_removed	50	39	1792066	78786	950.2
mistral:labs-leanstral-1-5	leaf	TensorLib	502c8803cf78d1a4	turn_limit		50	50	0	0	1845.6
mistral:labs-leanstral-1-5	leaf	TorchLean	8dd8cec9f03d72a7	turn_limit		50	50	0	0	7289.7
mistral:labs-leanstral-1-5	leaf	TorchLean	bb506cf047659a6e	pass		50	18	373738	19944	1231.2
mistral:labs-leanstral-1-5	leaf	VCV-io	9f31dffd2bc2975a	tampered	declaration_removed	50	13	713979	25941	839.2
mistral:labs-leanstral-1-5	leaf	VCV-io	c14999a9673608e5	error		50	0	0	0	18.3
mistral:labs-leanstral-1-5	leaf	adler-proofs	b464691a882d0e3c	pass		50	40	2088852	58659	1020.1
mistral:labs-leanstral-1-5	leaf	adler-proofs	bb165801ff15e632	turn_limit		50	50	0	0	4492.4
mistral:labs-leanstral-1-5	leaf	aeneas	65c6eaf0933ac3bc	pass		50	40	2735982	154893	1969.4
mistral:labs-leanstral-1-5	leaf	aeneas	c59817dd14d2eb89	error		50	0	0	0	38.6
mistral:labs-leanstral-1-5	leaf	apc-optimizer	19fe8265c1e6f2c2	error		50	0	0	0	5078.9
mistral:labs-leanstral-1-5	leaf	apc-optimizer	bc557726c0c45489	error		50	0	0	0	2279.6
mistral:labs-leanstral-1-5	leaf	btc-verified	813d77ef0033bd15	pass		50	38	2886677	119620	1478.5
mistral:labs-leanstral-1-5	leaf	btc-verified	929a50d0b6a01c2e	tampered	declaration_removed	50	15	424773	21000	240.0
